
timestamp_iso,elapsed_s,node,source,far_threshold_cm,near_threshold_cm,sensor_filter,sensor_health,a_queue,b_queue,a_far_cm,a_far_occupied,a_near_cm,a_near_occupied,b_far_cm,b_far_occupied,b_near_cm,b_near_occupied,far_cm,far_occupied,near_cm,near_occupied,queue,local_queue,remote_queue,remote_source,remote_stale,green_side,phase,emergency,lights_a,lights_b,truth_any_vehicle,truth_far,truth_near,truth_note,event_label,raw_line
2026-05-27T18:10:00,0,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,152,0,118,0,153,0,120,0,153,0,120,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=0 filter=median1_debounce1 thresholds=100.0/100.0 far=153 occF=0 near=120 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:01,1,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,129,0,123,0,127,0,121,0,127,0,121,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=1 filter=median1_debounce1 thresholds=100.0/100.0 far=127 occF=0 near=121 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:02,2,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,144,0,115,0,147,0,118,0,147,0,118,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=2 filter=median1_debounce1 thresholds=100.0/100.0 far=147 occF=0 near=118 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:03,3,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,119,0,123,0,118,0,126,0,118,0,126,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=3 filter=median1_debounce1 thresholds=100.0/100.0 far=118 occF=0 near=126 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:04,4,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,150,0,126,0,148,0,125,0,148,0,125,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=4 filter=median1_debounce1 thresholds=100.0/100.0 far=148 occF=0 near=125 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:05,5,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,138,0,130,0,139,0,127,0,139,0,127,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=5 filter=median1_debounce1 thresholds=100.0/100.0 far=139 occF=0 near=127 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:06,6,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,112,0,122,0,113,0,123,0,113,0,123,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=6 filter=median1_debounce1 thresholds=100.0/100.0 far=113 occF=0 near=123 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:07,7,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,121,0,123,0,122,0,126,0,122,0,126,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=7 filter=median1_debounce1 thresholds=100.0/100.0 far=122 occF=0 near=126 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:08,8,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,121,0,136,0,118,0,137,0,118,0,137,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=8 filter=median1_debounce1 thresholds=100.0/100.0 far=118 occF=0 near=137 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:09,9,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,153,0,129,0,151,0,129,0,151,0,129,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=9 filter=median1_debounce1 thresholds=100.0/100.0 far=151 occF=0 near=129 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:10,10,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,147,0,117,0,147,0,120,0,147,0,120,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=10 filter=median1_debounce1 thresholds=100.0/100.0 far=147 occF=0 near=120 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:11,11,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,149,0,134,0,148,0,131,0,148,0,131,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=11 filter=median1_debounce1 thresholds=100.0/100.0 far=148 occF=0 near=131 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:12,12,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,133,0,146,0,136,0,149,0,136,0,149,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=12 filter=median1_debounce1 thresholds=100.0/100.0 far=136 occF=0 near=149 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:13,13,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,152,0,130,0,155,0,127,0,155,0,127,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=13 filter=median1_debounce1 thresholds=100.0/100.0 far=155 occF=0 near=127 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:14,14,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,127,0,121,0,127,0,119,0,127,0,119,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=14 filter=median1_debounce1 thresholds=100.0/100.0 far=127 occF=0 near=119 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:15,15,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,134,0,125,0,136,0,123,0,136,0,123,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=15 filter=median1_debounce1 thresholds=100.0/100.0 far=136 occF=0 near=123 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:16,16,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,132,0,154,0,130,0,157,0,130,0,157,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=16 filter=median1_debounce1 thresholds=100.0/100.0 far=130 occF=0 near=157 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:17,17,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,153,0,151,0,151,0,153,0,151,0,153,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=17 filter=median1_debounce1 thresholds=100.0/100.0 far=151 occF=0 near=153 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:18,18,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,1,97,1,134,0,95,1,132,0,95,1,132,0,1,1,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,sensor ghost / short ultrasonic spike,false_positive_noise,[B] t=18 filter=median1_debounce1 thresholds=100.0/100.0 far=95 occF=1 near=132 occN=0 queue=1 truth=0 event=false_positive_noise remote_stale=0
2026-05-27T18:10:19,19,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,1,90,1,148,0,93,1,150,0,93,1,150,0,1,1,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,sensor ghost / short ultrasonic spike,false_positive_noise,[B] t=19 filter=median1_debounce1 thresholds=100.0/100.0 far=93 occF=1 near=150 occN=0 queue=1 truth=0 event=false_positive_noise remote_stale=0
2026-05-27T18:10:20,20,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,112,0,131,0,115,0,133,0,115,0,133,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=20 filter=median1_debounce1 thresholds=100.0/100.0 far=115 occF=0 near=133 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:21,21,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,151,0,158,0,149,0,158,0,149,0,158,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=21 filter=median1_debounce1 thresholds=100.0/100.0 far=149 occF=0 near=158 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:22,22,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,137,0,152,0,138,0,154,0,138,0,154,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=22 filter=median1_debounce1 thresholds=100.0/100.0 far=138 occF=0 near=154 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:23,23,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,127,0,162,0,128,0,160,0,128,0,160,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=23 filter=median1_debounce1 thresholds=100.0/100.0 far=128 occF=0 near=160 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:24,24,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,150,0,139,0,150,0,140,0,150,0,140,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=24 filter=median1_debounce1 thresholds=100.0/100.0 far=150 occF=0 near=140 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:25,25,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,124,0,124,0,127,0,121,0,127,0,121,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=25 filter=median1_debounce1 thresholds=100.0/100.0 far=127 occF=0 near=121 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:26,26,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,114,0,123,0,116,0,120,0,116,0,120,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=26 filter=median1_debounce1 thresholds=100.0/100.0 far=116 occF=0 near=120 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:27,27,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,156,0,140,0,156,0,140,0,156,0,140,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=27 filter=median1_debounce1 thresholds=100.0/100.0 far=156 occF=0 near=140 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:28,28,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,152,0,145,0,151,0,142,0,151,0,142,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=28 filter=median1_debounce1 thresholds=100.0/100.0 far=151 occF=0 near=142 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:29,29,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,115,0,157,0,113,0,156,0,113,0,156,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=29 filter=median1_debounce1 thresholds=100.0/100.0 far=113 occF=0 near=156 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:30,30,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,129,0,154,0,130,0,154,0,130,0,154,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=30 filter=median1_debounce1 thresholds=100.0/100.0 far=130 occF=0 near=154 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:31,31,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,125,0,144,0,123,0,142,0,123,0,142,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=31 filter=median1_debounce1 thresholds=100.0/100.0 far=123 occF=0 near=142 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
2026-05-27T18:10:32,32,node_b,road_data_logger_,100,100,median1_debounce1,"F:OK,N:OK",0,0,130,0,142,0,129,0,145,0,129,0,145,0,0,0,0,node_a,0,A,GREEN_A,0,G,R,0,0,0,empty road,true_negative,[B] t=32 filter=median1_debounce1 thresholds=100.0/100.0 far=129 occF=0 near=145 occN=0 queue=0 truth=0 event=true_negative remote_stale=0
